Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Region
GBA,2003-01-01,Action,Ubisoft,0.12,0.04,0.0,0.0,0.16,0
PSP,2010-01-01,Role-Playing,Falcom Corporation,0.0,0.0,0.16,0.0,0.16,1
X360,2011-01-01,Action,Ubisoft Annecy,0.09,0.03,0.03,0.01,0.16,0
PS,1995-01-01,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,0
PSP,2009-01-01,Misc,Disney Interactive Studios,0.13,0.01,0.0,0.02,0.16,0
GBA,2005-01-01,Sports,DTP Entertainment,0.12,0.04,0.0,0.0,0.16,0
PS,2000-01-01,Sports,Namco Bandai Games,0.0,0.0,0.15,0.01,0.16,1
GC,2004-01-01,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,0
GC,2003-01-01,Racing,THQ,0.13,0.03,0.0,0.0,0.16,0
DS,2007-01-01,Strategy,Sega,0.0,0.0,0.16,0.0,0.16,1
PS,1998-01-01,Sports,Victor Interactive,0.0,0.0,0.15,0.01,0.16,1
PS,1998-01-01,Racing,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.16,0
XB,2003-01-01,Strategy,Atari,0.12,0.03,0.0,0.01,0.16,0
PS3,2009-01-01,Simulation,Ubisoft,0.12,0.02,0.0,0.02,0.16,0
PS2,2007-01-01,Misc,Activision,0.08,0.06,0.0,0.02,0.16,0
Wii,2012-01-01,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0
X360,2014-01-01,Sports,Konami Digital Entertainment,0.05,0.1,0.0,0.01,0.16,0
PS4,2015-01-01,Action,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,0
SNES,1992-01-01,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16,1
3DS,2011-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,1
GC,2005-01-01,Racing,Vivendi Games,0.12,0.03,0.0,0.0,0.16,0
X360,2011-01-01,Misc,505 Games,0.11,0.03,0.0,0.01,0.16,0
Wii,2009-01-01,Sports,Atari,0.15,0.0,0.0,0.01,0.16,0
DS,2010-01-01,Simulation,Majesco Entertainment,0.13,0.02,0.0,0.01,0.16,0
X360,2014-01-01,Racing,Deep Silver,0.15,0.0,0.0,0.01,0.16,0
XB,2005-01-01,Shooter,Electronic Arts,0.12,0.03,0.0,0.01,0.16,0
PS2,2005-01-01,Misc,Midway Games,0.08,0.06,0.0,0.02,0.16,0
PS2,2002-01-01,Platform,Midway Games,0.08,0.06,0.0,0.02,0.16,0
PS3,2007-01-01,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,0
DS,2009-01-01,Puzzle,D3Publisher,0.15,0.0,0.0,0.01,0.16,0
DS,2005-01-01,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,1
PS2,2005-01-01,Adventure,Activision,0.08,0.06,0.0,0.02,0.16,0
PS2,2003-01-01,Action,Ubisoft,0.08,0.06,0.0,0.02,0.16,0
PS3,2012-01-01,Action,Activision,0.12,0.02,0.0,0.02,0.16,0
Wii,2007-01-01,Platform,Konami Digital Entertainment,0.14,0.0,0.01,0.01,0.16,0
PS2,2002-01-01,Adventure,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.16,0
PSP,2011-01-01,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,1
PS3,2008-01-01,Shooter,Activision Value,0.15,0.0,0.0,0.01,0.16,0
XB,2003-01-01,Action,Tecmo Koei,0.12,0.03,0.0,0.01,0.16,0
PS2,2003-01-01,Sports,Activision,0.08,0.06,0.0,0.02,0.16,0
GC,2005-01-01,Action,THQ,0.12,0.03,0.0,0.0,0.16,0
SNES,1997-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,1
PS3,2007-01-01,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0
GC,2006-01-01,Platform,D3Publisher,0.12,0.03,0.0,0.0,0.16,0
DS,2006-01-01,Action,Vivendi Games,0.13,0.02,0.0,0.01,0.16,0
PSP,2006-01-01,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16,0
PS2,2005-01-01,Role-Playing,Banpresto,0.0,0.0,0.16,0.0,0.16,1
PS2,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,1
PS2,2002-01-01,Shooter,Konami Digital Entertainment,0.08,0.06,0.0,0.02,0.16,0
X360,2006-01-01,Misc,Activision,0.15,0.0,0.0,0.01,0.16,0
GBA,2002-01-01,Racing,Infogrames,0.12,0.04,0.0,0.0,0.16,0
PS2,2008-01-01,Fighting,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,0
SNES,1995-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,1
Wii,2008-01-01,Fighting,Midway Games,0.14,0.01,0.0,0.01,0.16,0
PS2,2003-01-01,Misc,Play It,0.08,0.06,0.0,0.02,0.16,0
PSP,2006-01-01,Strategy,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,0
GC,2005-01-01,Action,Vivendi Games,0.12,0.03,0.0,0.0,0.16,0
Wii,2009-01-01,Sports,Activision,0.15,0.0,0.0,0.01,0.16,0
PS3,2009-01-01,Fighting,Ignition Entertainment,0.11,0.01,0.03,0.01,0.16,0
DS,2010-01-01,Adventure,Asylum Entertainment,0.0,0.14,0.0,0.02,0.16,0
XOne,2014-01-01,Action,Square Enix,0.08,0.07,0.0,0.01,0.16,0
DS,2008-01-01,Sports,Ubisoft,0.15,0.0,0.0,0.01,0.16,0
DS,2009-01-01,Strategy,Majesco Entertainment,0.15,0.0,0.0,0.01,0.16,0
SNES,1991-01-01,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16,1
Wii,2011-01-01,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0
PSP,2011-01-01,Action,Capcom,0.0,0.0,0.16,0.0,0.16,1
PC,2011-01-01,Sports,Take-Two Interactive,0.09,0.05,0.0,0.02,0.16,0
GBA,2001-01-01,Action,THQ,0.11,0.04,0.0,0.0,0.16,0
PS,1997-01-01,Sports,Aques,0.0,0.0,0.15,0.01,0.16,1
N64,1998-01-01,Fighting,Ocean,0.13,0.03,0.0,0.0,0.16,0
N64,1999-01-01,Shooter,Crave Entertainment,0.13,0.03,0.0,0.0,0.16,0
N64,2001-01-01,Action,BAM! Entertainment,0.13,0.03,0.0,0.0,0.16,0
N64,2001-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.04,0.16,1
N64,2000-01-01,Fighting,Ubisoft,0.13,0.03,0.0,0.0,0.16,0
N64,2000-01-01,Racing,Midway Games,0.13,0.03,0.0,0.0,0.16,0
N64,1999-01-01,Shooter,Activision,0.13,0.03,0.0,0.0,0.16,0
N64,2000-01-01,Strategy,Nintendo,0.13,0.03,0.0,0.0,0.16,0
N64,1999-01-01,Racing,THQ,0.13,0.03,0.0,0.0,0.16,0
N64,1998-01-01,Action,Ubisoft,0.13,0.03,0.0,0.0,0.16,0
N64,1999-01-01,Misc,Midway Games,0.13,0.03,0.0,0.0,0.16,0
N64,1996-01-01,Simulation,Enix Corporation,0.0,0.0,0.12,0.04,0.16,1
X360,2006-01-01,Role-Playing,Namco Bandai Games,0.12,0.0,0.03,0.01,0.16,0
DS,2009-01-01,Puzzle,Ubisoft,0.0,0.15,0.0,0.01,0.16,0
DS,2010-01-01,Action,Namco Bandai Games,0.05,0.02,0.08,0.01,0.16,0
DS,2006-01-01,Misc,TDK Core,0.0,0.0,0.16,0.0,0.16,1
PSP,2006-01-01,Simulation,Rising Star Games,0.08,0.03,0.03,0.02,0.16,0
PC,2014-01-01,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16,0
PSP,2008-01-01,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,1
PS2,2003-01-01,Fighting,Vivendi Games,0.08,0.06,0.0,0.02,0.16,0
X360,2009-01-01,Adventure,Focus Home Interactive,0.11,0.04,0.0,0.01,0.16,0
PS2,2006-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,1
XB,2004-01-01,Sports,Zoo Digital Publishing,0.12,0.03,0.0,0.01,0.16,0
PS3,2007-01-01,Shooter,Vivendi Games,0.14,0.01,0.0,0.01,0.16,0
X360,2006-01-01,Sports,Midway Games,0.15,0.0,0.0,0.01,0.16,0
DS,2010-01-01,Simulation,THQ,0.15,0.0,0.0,0.01,0.16,0
PS3,2011-01-01,Sports,Ubisoft,0.08,0.06,0.0,0.03,0.16,0
DS,2008-01-01,Sports,Ubisoft,0.14,0.01,0.0,0.01,0.16,0
DS,2008-01-01,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,0.16,0
PS3,2013-01-01,Simulation,Focus Home Interactive,0.0,0.1,0.02,0.04,0.16,0
Wii,2010-01-01,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,0
PSV,2011-01-01,Action,Sony Computer Entertainment,0.06,0.05,0.02,0.03,0.16,0
DS,2009-01-01,Action,THQ,0.08,0.07,0.0,0.01,0.16,0
PS2,2004-01-01,Adventure,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,0
DS,2007-01-01,Role-Playing,Success,0.16,0.0,0.0,0.0,0.16,0
PC,2011-01-01,Shooter,Electronic Arts,0.07,0.07,0.0,0.02,0.16,0
SNES,1992-01-01,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16,1
X360,2010-01-01,Sports,Ubisoft,0.1,0.05,0.0,0.01,0.16,0
PSP,2011-01-01,Sports,Sony Computer Entertainment,0.15,0.0,0.0,0.01,0.16,0
X360,2005-01-01,Sports,Take-Two Interactive,0.13,0.02,0.0,0.01,0.16,0
Wii,2009-01-01,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,0
PS2,2006-01-01,Racing,Empire Interactive,0.08,0.06,0.0,0.02,0.16,0
PSP,2006-01-01,Fighting,Atari,0.14,0.0,0.0,0.01,0.16,0
PS,1995-01-01,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,0
DS,2008-01-01,Action,Destineer,0.15,0.0,0.0,0.01,0.16,0
X360,2013-01-01,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.16,0
PS,2000-01-01,Sports,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16,0
Wii,2008-01-01,Action,THQ,0.15,0.0,0.0,0.01,0.16,0
X360,2012-01-01,Misc,Ubisoft,0.13,0.02,0.0,0.01,0.16,0
DS,2012-01-01,Action,Warner Bros. Interactive Entertainment,0.0,0.14,0.0,0.02,0.16,0
PS3,2014-01-01,Fighting,Sega,0.05,0.0,0.09,0.01,0.16,0
PS,2000-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.01,0.16,1
SAT,1998-01-01,Adventure,Imagineer,0.0,0.0,0.16,0.0,0.16,1
DS,2007-01-01,Misc,Ubisoft,0.12,0.03,0.0,0.01,0.16,0
Wii,2010-01-01,Strategy,Konami Digital Entertainment,0.11,0.02,0.02,0.01,0.16,0
PSV,2013-01-01,Adventure,Warner Bros. Interactive Entertainment,0.02,0.09,0.0,0.04,0.16,0
GBA,2001-01-01,Racing,Konami Digital Entertainment,0.09,0.03,0.04,0.0,0.16,0
SNES,1994-01-01,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16,1
PS3,2008-01-01,Sports,Midway Games,0.11,0.03,0.0,0.02,0.16,0
GBA,2003-01-01,Racing,Nintendo,0.11,0.04,0.0,0.0,0.16,0
PS,1999-01-01,Racing,Square,0.0,0.0,0.15,0.01,0.16,1
DS,2011-01-01,Misc,D3Publisher,0.14,0.01,0.0,0.01,0.16,0
GBA,2001-01-01,Puzzle,Namco Bandai Games,0.0,0.0,0.15,0.0,0.16,1
DS,2009-01-01,Misc,DTP Entertainment,0.14,0.01,0.0,0.01,0.16,0
WiiU,2012-01-01,Action,THQ,0.07,0.07,0.0,0.01,0.16,0
Wii,2010-01-01,Adventure,Destineer,0.15,0.0,0.0,0.01,0.16,0
Wii,2011-01-01,Misc,Electronic Arts,0.1,0.04,0.0,0.01,0.16,0
DS,2007-01-01,Sports,Spike,0.15,0.0,0.0,0.01,0.16,0
PSP,2009-01-01,Sports,Sega,0.0,0.0,0.16,0.0,0.16,1
Wii,2011-01-01,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16,0
PC,2010-01-01,Shooter,City Interactive,0.0,0.13,0.0,0.03,0.16,0
DS,2007-01-01,Misc,505 Games,0.15,0.0,0.0,0.01,0.16,0
PS3,2011-01-01,Misc,THQ,0.04,0.09,0.0,0.03,0.16,0
GBA,2005-01-01,Action,THQ,0.11,0.04,0.0,0.0,0.16,0
PS3,2012-01-01,Role-Playing,Nippon Ichi Software,0.04,0.03,0.08,0.01,0.16,0
PS4,2016-01-01,Adventure,Sega,0.0,0.0,0.16,0.0,0.16,1
PS,1998-01-01,Misc,Syscom,0.0,0.0,0.15,0.01,0.16,1
X360,2009-01-01,Sports,Aspyr,0.15,0.0,0.0,0.01,0.16,0
PS,1996-01-01,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16,0
X360,2010-01-01,Action,Konami Digital Entertainment,0.1,0.04,0.0,0.01,0.16,0
PS,1996-01-01,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16,1
PS2,2004-01-01,Shooter,Play It,0.08,0.06,0.0,0.02,0.16,0
DS,2007-01-01,Puzzle,Rising Star Games,0.13,0.0,0.01,0.01,0.16,0
PSP,2010-01-01,Misc,Ubisoft,0.11,0.03,0.0,0.02,0.16,0
Wii,2007-01-01,Adventure,Electronic Arts,0.14,0.0,0.0,0.01,0.16,0
PS,1995-01-01,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16,1
PSP,2008-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,1
GC,2003-01-01,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.16,0
DS,2006-01-01,Adventure,THQ,0.14,0.01,0.0,0.01,0.16,0
XOne,2013-01-01,Strategy,Activision,0.11,0.04,0.0,0.01,0.16,0
Wii,2010-01-01,Sports,Atari,0.15,0.0,0.0,0.01,0.16,0
PS4,2014-01-01,Fighting,Arc System Works,0.1,0.0,0.04,0.02,0.16,0
Wii,2009-01-01,Misc,Activision,0.14,0.0,0.0,0.01,0.16,0
DS,2010-01-01,Misc,THQ,0.14,0.01,0.0,0.01,0.16,0
3DS,2015-01-01,Role-Playing,Sega,0.03,0.0,0.12,0.0,0.16,1
PC,2011-01-01,Racing,Codemasters,0.0,0.13,0.0,0.03,0.16,0
3DS,2012-01-01,Misc,Nintendo,0.0,0.0,0.16,0.0,0.16,1
X360,2012-01-01,Simulation,Konami Digital Entertainment,0.11,0.04,0.0,0.01,0.16,0
DS,2010-01-01,Action,Crave Entertainment,0.15,0.0,0.0,0.01,0.16,0
Wii,2012-01-01,Action,THQ,0.12,0.02,0.0,0.01,0.16,0
GBA,2001-01-01,Racing,THQ,0.11,0.04,0.0,0.0,0.16,0
XB,2005-01-01,Shooter,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.16,0
PS,1996-01-01,Racing,Ubisoft,0.09,0.06,0.0,0.01,0.16,0
DS,2005-01-01,Puzzle,Ubisoft,0.1,0.02,0.03,0.01,0.16,0
GC,2002-01-01,Sports,Sega,0.12,0.03,0.0,0.0,0.16,0
PS2,2007-01-01,Fighting,AQ Interactive,0.06,0.05,0.04,0.02,0.16,0
XB,2004-01-01,Sports,Electronic Arts,0.12,0.03,0.0,0.01,0.16,0
PSP,2010-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16,1
PSP,2005-01-01,Shooter,THQ,0.14,0.0,0.0,0.01,0.16,0
PS2,2003-01-01,Shooter,Vivendi Games,0.08,0.06,0.0,0.02,0.16,0
XOne,2014-01-01,Adventure,Telltale Games,0.08,0.06,0.0,0.01,0.16,0
PSP,2011-01-01,Role-Playing,Square Enix,0.0,0.0,0.16,0.0,0.16,1
Wii,2007-01-01,Puzzle,505 Games,0.13,0.01,0.0,0.01,0.16,0
Wii,2008-01-01,Misc,Activision,0.14,0.0,0.0,0.01,0.16,0
3DS,2012-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,1
PS,1996-01-01,Action,Eidos Interactive,0.09,0.06,0.0,0.01,0.16,0
PC,2012-01-01,Action,Nordic Games,0.03,0.1,0.0,0.03,0.16,0
PS3,2010-01-01,Action,THQ,0.07,0.06,0.0,0.02,0.16,0
PS3,2011-01-01,Misc,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16,1
DS,2009-01-01,Action,Activision,0.14,0.0,0.0,0.01,0.16,0
DS,2009-01-01,Simulation,Ubisoft,0.15,0.0,0.0,0.01,0.16,0
PS2,2008-01-01,Misc,MTV Games,0.08,0.06,0.0,0.02,0.16,0
3DS,2011-01-01,Action,Marvelous Interactive,0.0,0.0,0.16,0.0,0.16,1
DS,2005-01-01,Action,Activision,0.14,0.0,0.0,0.01,0.16,0
X360,2010-01-01,Action,Ubisoft Annecy,0.07,0.02,0.06,0.01,0.16,0
GBA,2002-01-01,Action,TDK Mediactive,0.11,0.04,0.0,0.0,0.16,0
DS,2007-01-01,Puzzle,White Park Bay Software,0.13,0.01,0.0,0.01,0.16,0
PS4,2013-01-01,Platform,System 3,0.06,0.07,0.0,0.02,0.16,0
PS,2000-01-01,Racing,Vatical Entertainment,0.09,0.06,0.0,0.01,0.16,0
PS,1996-01-01,Action,Electronic Arts,0.09,0.06,0.0,0.01,0.16,0
Wii,2011-01-01,Sports,Take-Two Interactive,0.05,0.09,0.0,0.02,0.16,0
DS,2010-01-01,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16,0
GBA,2002-01-01,Sports,Activision,0.11,0.04,0.0,0.0,0.16,0
PS,1999-01-01,Racing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,0
PS,1996-01-01,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15,0
PS,1997-01-01,Racing,BMG Interactive Entertainment,0.09,0.06,0.0,0.01,0.15,0
DS,2007-01-01,Fighting,Sega,0.12,0.02,0.0,0.01,0.15,0
Wii,2011-01-01,Simulation,Crave Entertainment,0.15,0.0,0.0,0.01,0.15,0
GBA,2003-01-01,Fighting,Namco Bandai Games,0.11,0.04,0.0,0.0,0.15,0
PS,1998-01-01,Racing,Tecmo Koei,0.0,0.0,0.14,0.01,0.15,1
X360,2005-01-01,Sports,Electronic Arts,0.11,0.02,0.01,0.01,0.15,0
PS2,2001-01-01,Racing,BAM! Entertainment,0.08,0.06,0.0,0.02,0.15,0
PC,2011-01-01,Shooter,Warner Bros. Interactive Entertainment,0.04,0.08,0.0,0.03,0.15,0
X360,2011-01-01,Platform,THQ,0.1,0.04,0.0,0.01,0.15,0
PS2,2003-01-01,Shooter,THQ,0.08,0.06,0.0,0.02,0.15,0
DS,2009-01-01,Racing,Activision,0.13,0.02,0.0,0.01,0.15,0
3DS,2011-01-01,Adventure,Ubisoft,0.07,0.07,0.0,0.02,0.15,0
PS3,2010-01-01,Action,Rising Star Games,0.08,0.05,0.0,0.02,0.15,0
PSP,2006-01-01,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,0.15,0
PS2,2001-01-01,Misc,Codemasters,0.08,0.06,0.0,0.02,0.15,0
DS,2008-01-01,Puzzle,Avanquest,0.14,0.01,0.0,0.01,0.15,0
X360,2009-01-01,Action,Activision,0.14,0.0,0.0,0.01,0.15,0
DS,2008-01-01,Shooter,Square Enix,0.12,0.01,0.01,0.01,0.15,0
GC,2003-01-01,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,0
PS2,2001-01-01,Racing,Acclaim Entertainment,0.08,0.06,0.0,0.02,0.15,0
PS3,2007-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0
DS,2007-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
PS2,2004-01-01,Role-Playing,Tecmo Koei,0.08,0.06,0.0,0.02,0.15,0
XB,2004-01-01,Platform,Microsoft Game Studios,0.12,0.03,0.0,0.01,0.15,0
X360,2009-01-01,Strategy,Sega,0.11,0.03,0.0,0.01,0.15,0
PS3,2009-01-01,Sports,Take-Two Interactive,0.13,0.01,0.0,0.01,0.15,0
PSP,2006-01-01,Sports,Electronic Arts,0.07,0.06,0.0,0.03,0.15,0
GC,2005-01-01,Platform,THQ,0.12,0.03,0.0,0.0,0.15,0
PC,2012-01-01,Adventure,Daedalic,0.0,0.13,0.0,0.03,0.15,0
3DS,2014-01-01,Simulation,Natsume,0.12,0.02,0.0,0.01,0.15,0
GC,2002-01-01,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,0
GC,2003-01-01,Sports,Electronic Arts,0.12,0.03,0.0,0.0,0.15,0
GC,2001-01-01,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15,0
XOne,2016-01-01,Sports,Electronic Arts,0.13,0.01,0.0,0.02,0.15,0
DS,2009-01-01,Puzzle,GSP,0.0,0.14,0.0,0.02,0.15,0
X360,2014-01-01,Action,Konami Digital Entertainment,0.07,0.06,0.01,0.01,0.15,0
PS2,2005-01-01,Role-Playing,Atari,0.08,0.06,0.0,0.02,0.15,0
X360,2009-01-01,Racing,THQ,0.14,0.01,0.0,0.01,0.15,0
PS,1999-01-01,Misc,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.15,0
2600,1989-01-01,Puzzle,Atari,0.14,0.01,0.0,0.0,0.15,0
2600,1982-01-01,Action,Activision,0.14,0.01,0.0,0.0,0.15,0
SAT,1996-01-01,Puzzle,Sega,0.0,0.0,0.15,0.0,0.15,1
PSP,2006-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
3DS,2011-01-01,Action,Ubisoft,0.05,0.09,0.0,0.02,0.15,0
XB,2004-01-01,Racing,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,0
DS,2010-01-01,Action,Disney Interactive Studios,0.12,0.02,0.0,0.01,0.15,0
PS3,2014-01-01,Action,Square Enix,0.05,0.06,0.02,0.02,0.15,0
DS,2009-01-01,Simulation,City Interactive,0.13,0.01,0.0,0.01,0.15,0
XB,2005-01-01,Strategy,Deep Silver,0.11,0.03,0.0,0.01,0.15,0
XOne,2015-01-01,Action,Bethesda Softworks,0.07,0.07,0.0,0.01,0.15,0
XB,2002-01-01,Action,Atari,0.11,0.03,0.0,0.01,0.15,0
PSP,2009-01-01,Fighting,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0
GC,2005-01-01,Platform,THQ,0.12,0.03,0.0,0.0,0.15,0
PS,1998-01-01,Racing,GT Interactive,0.09,0.06,0.0,0.01,0.15,0
Wii,2007-01-01,Action,Tecmo Koei,0.11,0.0,0.04,0.01,0.15,0
X360,2006-01-01,Shooter,Microsoft Game Studios,0.12,0.01,0.02,0.01,0.15,0
PS2,2005-01-01,Racing,Konami Digital Entertainment,0.07,0.06,0.0,0.02,0.15,0
PS2,2000-01-01,Sports,Sony Computer Entertainment,0.07,0.06,0.0,0.02,0.15,0
PS2,2004-01-01,Misc,Eidos Interactive,0.07,0.06,0.0,0.02,0.15,0
DS,2007-01-01,Strategy,Square Enix,0.08,0.01,0.05,0.01,0.15,0
Wii,2009-01-01,Shooter,Activision,0.14,0.0,0.0,0.01,0.15,0
GC,2004-01-01,Shooter,Global Star,0.12,0.03,0.0,0.0,0.15,0
Wii,2008-01-01,Simulation,Deep Silver,0.13,0.01,0.0,0.01,0.15,0
PSP,2011-01-01,Adventure,Kadokawa Shoten,0.0,0.0,0.15,0.0,0.15,1
DS,2006-01-01,Platform,Vivendi Games,0.13,0.01,0.0,0.01,0.15,0
PS2,2009-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
PS3,2007-01-01,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15,0
DS,2009-01-01,Racing,Zoo Digital Publishing,0.14,0.0,0.0,0.01,0.15,0
X360,2010-01-01,Action,THQ,0.12,0.02,0.0,0.01,0.15,0
SAT,1997-01-01,Strategy,Sega,0.0,0.0,0.15,0.0,0.15,1
PS3,2013-01-01,Role-Playing,Nippon Ichi Software,0.07,0.02,0.06,0.01,0.15,0
GC,2003-01-01,Platform,Konami Digital Entertainment,0.12,0.03,0.0,0.0,0.15,0
DS,2005-01-01,Action,THQ,0.13,0.01,0.0,0.01,0.15,0
PC,2010-01-01,Action,THQ,0.07,0.06,0.0,0.02,0.15,0
PS2,2009-01-01,Action,D3Publisher,0.05,0.02,0.0,0.08,0.15,0
DS,2009-01-01,Puzzle,Mindscape,0.0,0.14,0.0,0.01,0.15,0
Wii,2010-01-01,Sports,Namco Bandai Games,0.14,0.0,0.0,0.01,0.15,0
PS2,2008-01-01,Sports,Konami Digital Entertainment,0.05,0.04,0.05,0.01,0.15,0
GBA,2005-01-01,Adventure,THQ,0.11,0.04,0.0,0.0,0.15,0
3DS,2015-01-01,Misc,Square Enix,0.0,0.0,0.15,0.0,0.15,1
DS,2010-01-01,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15,0
3DS,2012-01-01,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01,0.15,0
PS,2000-01-01,Action,Activision,0.08,0.06,0.0,0.01,0.15,0
Wii,2010-01-01,Sports,D3Publisher,0.14,0.0,0.0,0.01,0.15,0
PS3,2011-01-01,Action,Sega,0.07,0.06,0.0,0.02,0.15,0
PS3,2007-01-01,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15,0
Wii,2006-01-01,Shooter,Ignition Entertainment,0.12,0.01,0.0,0.01,0.15,0
DS,2010-01-01,Action,Activision,0.11,0.03,0.0,0.01,0.15,0
PSP,2012-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,1
SAT,1997-01-01,Fighting,Sega,0.0,0.0,0.15,0.0,0.15,1
SNES,1996-01-01,Role-Playing,SquareSoft,0.0,0.0,0.15,0.0,0.15,1
PSV,2014-01-01,Action,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,1
GBA,2003-01-01,Action,Ubisoft,0.11,0.04,0.0,0.0,0.15,0
Wii,2008-01-01,Puzzle,Majesco Entertainment,0.14,0.0,0.0,0.01,0.15,0
GC,2003-01-01,Action,Tomy Corporation,0.12,0.03,0.0,0.0,0.15,0
XB,2003-01-01,Sports,Sega,0.11,0.03,0.0,0.01,0.15,0
XB,2002-01-01,Shooter,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15,0
PS,1997-01-01,Adventure,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,1
GC,2005-01-01,Action,Capcom,0.12,0.03,0.0,0.0,0.15,0
PSP,2005-01-01,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01,0.15,0
DS,2010-01-01,Puzzle,Astragon,0.09,0.04,0.0,0.01,0.15,0
PS3,2007-01-01,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15,0
PC,2011-01-01,Simulation,Electronic Arts,0.05,0.08,0.0,0.02,0.15,0
X360,2011-01-01,Action,DTP Entertainment,0.08,0.05,0.0,0.01,0.15,0
GC,2006-01-01,Platform,Sega,0.12,0.03,0.0,0.0,0.15,0
DS,2011-01-01,Misc,Unknown,0.14,0.0,0.0,0.01,0.15,0
PS,2001-01-01,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15,0
DS,2010-01-01,Misc,Game Factory,0.14,0.0,0.0,0.01,0.15,0
XB,2004-01-01,Fighting,Capcom,0.11,0.03,0.0,0.01,0.15,0
